vec,word
"""[-0.116523, 0.191752, -0.255201, -0.0467533, -0.114738, -0.0854844, -0.233157, 0.0210665, 0.348203, -0.222597, 0.133964, 0.491075, 0.210023, 0.114569, -0.149222, -0.341669, 0.100581, -0.208411, 0.496378, 0.574866, -0.0485344, 0.163966, -0.175994, 0.386596, -0.134251, -0.171011, 0.271365, 0.290419, -0.165297, 0.0327396, 0.295377, 0.263665, 0.605326, 0.183042, -0.270265, 0.119251, -0.0478335, -0.00268242, 0.102442, 0.295004, -0.118252, 0.337146, -0.171449, -0.0441482, 0.197747, 0.294793, 0.147023, 0.0318015, 0.421724, 0.0823071, 0.223926, -0.206928, 0.00605722, 0.265409, -0.0078604, 0.0181915, 0.192451, -0.202, -0.141725, 0.107664, 0.373471, -0.062946, 0.372206, -0.133767, 0.0921625, 0.316364, 0.189326, -0.0199519, -0.215465, 0.0725481, -0.0423089, -0.0936191, -0.225616, 0.400447, -0.0939402, 0.260815, -0.0497287, 0.387651, -0.0392465, 0.0601098, 0.0025557, 0.00599376, 0.427869, 0.269962, -0.332473, -0.187946, -0.0792126, 0.487729, 0.34753, 0.520342, 0.312654, -0.144058, -0.342607, 0.35993, -0.0843951, 0.142412, 0.315495, 0.0763798, -0.52092, 0.122296, 0.352115, 0.27339, -0.325315, 0.0748004, 0.351367, 0.565684, -0.3122, -0.29442, 0.169037, -0.116056, 0.235515, -0.00841628, -0.12641, -0.0389207, -0.0893766, 0.136079, -0.0837788, 0.418236, 0.0362547, 0.362425, -0.0294441, -0.0739497, 0.0378028, -0.0752008, -0.0146423, 0.593309, -0.0105817, -0.247163]""",雷达
"""[0.336402, 0.31412, 0.165449, -0.0539503, 0.12262, -0.362288, -0.609744, -0.0607256, -0.254256, -0.666078, -0.110581, -0.445752, 0.010326, 0.073577, 0.00147222, 0.413873, 0.203805, 0.442028, 0.111632, 0.713669, 0.291874, -0.378548, -0.26246, -0.180163, 0.292656, -0.0413262, -0.303999, -0.339751, -0.616195, 0.001635, -0.530824, 0.353564, 0.232214, -0.488774, 0.216966, 0.328459, 0.0268895, 0.380617, -0.034206, -0.393882, 0.844351, 0.390527, -0.255138, -0.509703, 0.133953, 0.518742, 0.266065, 0.397428, 0.335658, 0.260482, 0.201869, 0.66111, -0.136584, 0.218774, -0.0834181, 0.257269, -0.0457309, -0.0967121, 0.10853, 0.153926, 0.122493, 0.641, 0.0105924, -0.47314, -0.113668, -0.190703, -0.0286148, 0.27039, -0.311612, -0.235531, -0.00345473, 0.586947, -0.449266, 0.281182, -0.220066, -0.271833, -0.0347929, 0.26429, -0.355338, -0.00673192, 0.108031, -0.221375, 0.482841, -0.332203, -0.140161, -0.501605, 0.672498, 0.28266, -0.688159, -0.0185073, -0.510546, 0.139669, -0.506388, -0.420048, -0.0700346, 0.0329333, -0.281677, 0.126789, -0.589917, 0.437984, 0.0070236, 0.323339, 0.474813, -0.258806, 0.803203, 0.477581, -0.447591, 0.296014, -0.212068, 0.206132, 0.16509, 0.147526, -0.547475, -0.435728, 0.216015, -0.0622441, -0.486367, 0.145832, 0.416354, -0.104184, 0.0749759, 0.0103665, -0.198451, -0.0581489, -0.00258286, 0.309438, 0.796352, 0.039658]""",油耗
"""[-0.00188352, 0.156805, -0.333414, -0.0282968, -0.0930839, -0.379639, -0.223916, 0.290418, 0.140719, -0.154235, -0.263633, -0.219157, 0.05145, 0.299394, 0.184653, 0.556673, 0.173312, 0.178528, 0.461327, 0.562778, -0.509298, -0.120277, -0.30143, 0.561134, -0.084031, -0.169053, -0.0793436, -0.249127, -0.161783, 0.129108, -0.24336, 0.533059, -0.0162805, 0.134201, -0.40632, 0.121556, 0.109978, -0.27953, 0.177347, -0.172064, 0.452827, -0.069139, -0.0582696, -0.19015, 0.0342661, -0.0805231, 0.22172, 0.180727, 0.316246, -0.0385582, -0.0309988, 0.182973, -0.0213695, -0.059324, 0.34198, 0.230427, -0.194686, -0.458458, -0.310214, 0.0536927, 0.0950429, 0.14269, 0.252897, 0.0544224, 0.103604, -0.33157, 0.114855, 0.0191206, 0.30147, 0.263633, -0.333327, 0.298329, -0.239348, 0.522804, -0.406437, 0.0438427, 0.351642, -0.0579528, 0.0572625, 0.256132, -0.0472936, -0.17861, 0.00205228, 0.191539, -0.120418, -0.208333, 0.400632, 0.471893, -0.483674, 0.310581, 0.160742, 0.132347, -0.00441406, -0.312568, -0.0497361, 0.203817, -0.0863046, 0.264145, 0.056638, -0.19878, 0.0247591, 0.147217, 0.429441, 0.342131, 0.345439, 0.345445, -0.137352, -0.108798, -0.188701, -0.0750122, 0.560184, 0.272771, -0.130542, -0.23154, 0.0850898, 0.103515, -0.168611, -0.0125507, 0.127421, 0.14952, 0.0393917, 0.242849, 0.131808, -0.0826491, 0.190794, 0.369344, 0.31274, -0.152149]""",质保
"""[0.312914, 0.445234, 0.102344, -0.241319, 0.390934, 0.00373301, 0.0303, 0.308173, 0.480808, 0.10573, 0.165508, -0.120008, 0.198927, 0.104537, -0.0577719, -0.610167, -0.169709, -0.0517949, 0.220969, 0.499119, 0.148522, 0.04292, 0.208725, 0.154532, -0.17106, 0.341633, 0.100084, -0.0523654, 0.239536, -0.208853, 0.0962065, 0.401179, 0.372221, 0.127086, -0.183613, 0.318729, 0.325573, -0.0231985, 0.47209, -0.272367, -0.508026, -0.123648, -0.11578, -0.646032, 0.249104, 0.393754, -0.495955, 0.18273, 0.0130301, 0.0425674, 0.22369, 0.124048, -0.141434, 0.44132, 0.293277, -0.187759, 0.165516, 0.0464674, 0.232331, -0.236469, -0.00807808, 0.662852, -0.159338, 0.168011, -0.132962, 0.352368, 0.282149, -0.459207, 0.222966, -0.0649511, -0.340707, -0.178522, -0.0978149, -0.164085, -0.0828374, -0.247597, 0.377866, 0.243166, 0.181989, 0.534778, 0.213043, -0.266524, 0.120938, 0.0764516, 0.252715, 0.46229, 0.062423, 0.160571, 0.211621, -0.0754496, 0.0939083, 0.0136519, 0.166467, -0.0316338, -0.226972, -0.28086, -0.00975883, 0.0990357, 0.0287825, -0.0372245, 0.290365, 0.418049, -0.282306, -0.223579, 0.0614293, 0.0260789, 0.0252213, -0.131016, -0.211147, -0.257504, -0.151108, -0.21069, -0.0709027, -0.0220655, 0.288524, 0.424293, 0.0420913, 0.235541, 0.0112006, 0.220039, 0.037882, -0.107857, -0.0103374, -0.110205, 0.492911, 0.0464124, -0.128853, -0.125152]""",时间
"""[0.099439, -0.181169, 0.103847, 0.0010576, 0.0643362, -0.012498, -0.069836, -0.209076, 0.0786403, 0.19778, -0.0850624, -0.436468, 0.248518, 0.208392, -0.0277272, 0.0429258, -0.0968525, -0.017202, 0.123862, 0.658474, -0.105433, 0.202684, 0.301367, -0.234196, -0.60134, -0.387392, 0.599169, 0.0230118, -0.162907, -0.0570216, 0.223965, 0.000380477, 0.304266, 0.455875, -0.0528782, -0.110264, -0.1194, -0.0791566, 0.315988, -0.330796, 0.00349432, 0.250556, 0.15851, -0.174962, 0.0925432, 0.333713, 0.233779, 0.481411, 0.163008, 0.0110317, 0.386647, 0.0162531, 0.16402, 0.240979, 0.741596, -0.0810558, -0.262238, 0.170956, -0.00553638, -0.0706788, 0.252683, 0.846453, -0.0174338, 0.0211273, -0.156591, 0.0796112, 0.119393, -0.150456, -0.453964, 0.289242, -0.0602213, -0.145645, -0.228448, -0.259879, -0.0370931, -0.446984, 0.420189, -0.400585, -0.355054, 0.181228, -0.181769, -0.0840181, 0.0422143, -0.013122, 0.120674, -0.00333895, 0.279479, -0.271858, 0.248321, 0.0777838, -0.07903, 0.372891, -0.23632, -0.12836, -0.104126, 0.375933, -0.288954, -0.0610056, 0.103816, -0.391415, 0.0830556, 0.458052, 0.158725, -0.156241, 0.100144, 0.318891, -0.167974, -0.24413, -0.290497, 0.26833, -0.110858, 0.141383, 0.0640339, -0.413286, 0.308333, -0.0455899, -0.321401, 0.0374807, -0.147585, 0.536122, -0.0899663, 0.0987206, 0.486083, 0.078724, 0.165208, -0.391964, 0.068463, 0.170833]""",多长
"""[0.00118608, -0.112958, -0.0331468, 0.135252, -0.311125, 0.136082, 0.170543, -0.255144, -0.0231002, -0.0825772, -0.240798, 0.00293872, 0.236438, -0.305378, -0.00074105, -0.128158, 0.275914, -0.0494366, 0.171025, 0.427001, 0.0185743, 0.211703, 0.459349, 0.105434, 0.0961118, -0.275921, 0.272973, -0.407641, 0.0977108, -0.00497297, 0.512384, 0.173957, 0.0616258, -0.235518, 0.371476, -0.449009, 0.254824, 0.0179944, 0.405792, -0.820392, -0.408581, 0.0205097, 0.480546, 0.0418066, 0.141285, 0.341397, 0.0411956, 0.204918, -0.0511794, -0.183662, -0.0702034, -0.588139, -0.206451, 0.208598, 0.407418, 0.100904, 0.335377, -0.145231, 0.139909, -0.173779, -0.229736, 0.428267, 0.466988, 0.0597656, 0.256884, 0.108048, 0.36862, -0.0867792, 0.137112, -0.255612, -0.676789, -0.170679, -0.022295, 0.185704, -0.350702, 0.00984298, -0.0253207, 0.0119542, 0.122197, 0.360153, 0.427197, -0.0532295, 0.238735, -0.195139, 0.158111, 0.184569, 0.242252, -0.127121, 0.106062, 0.108025, -0.0991431, -0.134815, -0.122263, 0.0208641, 0.0159503, 0.0116396, 0.233095, 0.0568797, -0.131856, -0.431404, -0.242427, 0.364676, 0.317112, -0.0242723, 0.393758, 0.269483, 0.274505, 0.169775, -0.470872, -0.314446, 0.0666488, -0.118184, -0.360999, -0.0900751, -0.382554, -0.0322948, -0.264378, 0.0782871, -0.60166, 0.442785, -0.118918, -0.360142, 0.00685183, -0.328092, -0.0601401, 0.205783, 0.0908059, -0.0138382]""",具体
"""[-0.695073, 0.604516, -0.18892, 0.165108, 0.445283, 0.00322767, 0.100293, -0.131645, -0.392992, -0.346354, -0.0946607, 0.2308, 0.319933, 0.158482, 0.151785, -0.0501431, 0.00349529, -0.20812, 0.0586529, 0.300356, -0.000124434, 0.550944, 0.262712, 0.318041, -0.0766058, -0.0733777, -0.357449, -0.0828073, -0.372164, 0.172699, 0.0215931, 0.109452, 0.193434, -0.0244046, 0.313892, 0.140557, -0.0275078, 0.261282, -0.0966086, -0.201009, 0.186939, -0.183323, 0.306302, -0.0506827, 0.0924736, 0.439926, -0.726053, 0.376002, 0.106139, -0.128205, -0.120963, 0.221213, 0.302452, 0.423905, -0.127952, -0.174513, -0.460356, -0.138489, -0.203335, -0.242479, -0.211345, 0.596438, 0.098479, -0.245345, -0.0665398, -0.000639943, 0.391068, -0.317502, 0.0619525, 0.168043, -0.014996, -0.169481, -0.248145, -0.148741, 0.0633161, 0.0991064, 0.393889, 0.336057, 0.000838381, 0.311865, 0.171283, -0.232752, 0.553869, 0.574776, -0.0491822, -0.230811, 0.391605, 0.369408, 0.121462, 0.383695, 0.23627, -0.00906656, -0.0219428, 0.215858, -0.0255802, -0.224431, 0.11471, 0.0949401, -0.410091, -0.460936, 0.0758451, 0.260595, 0.354456, -0.0755663, -0.0437523, -0.163322, -0.505427, -0.0994533, -0.219816, -0.187931, -0.273635, -0.0694109, -0.112327, -0.438328, 0.220527, 0.492884, 0.0750754, -0.0338994, 0.994365, 0.235575, -0.126102, -0.0824608, 0.0986917, 0.24331, -0.550961, 0.0371405, 0.223532, -0.0467048]""",版本
"""[0.227676, 0.301016, 0.0625828, -0.067743, 0.400225, -0.405976, -0.235834, 0.266095, -0.00114873, -0.313881, -0.0774941, -0.159175, 0.031897, 0.0997765, -0.398263, 0.299974, 0.231428, -0.274027, -0.108676, 0.753786, 0.185982, -0.222425, -0.402478, -0.00357257, 0.00153628, -0.364428, -0.256389, -0.322822, -0.503134, -0.207284, -0.315571, 0.39726, -0.163591, -0.0545752, -0.0396018, 0.313724, -0.347189, 0.411883, -0.00589046, -0.15881, 0.286129, 0.818248, -0.312753, -0.0973844, 0.144225, 0.257706, 0.49979, 0.157006, 0.146307, 0.208445, 0.221866, 0.415067, -0.443255, 0.250096, 0.00583499, -0.159775, -0.0803058, 0.154864, 0.0979173, 0.375199, -0.0698219, 0.174735, 0.159708, -0.409326, -0.0220352, 0.0478227, 0.444728, 0.188565, -0.033071, -0.268871, -0.0259459, 0.300243, -0.27785, 0.35352, -0.37881, -0.366259, 0.117689, 0.029735, -0.0671829, 0.226741, 0.234582, -0.0229153, 0.429345, -0.203171, 0.186754, -0.131765, 0.195727, -0.0336109, -0.0887961, -0.0888352, -0.263954, 0.215967, -0.0930281, -0.480289, 0.0604172, 0.0557142, -0.145076, -0.479509, -0.580778, 0.019064, -0.127386, 0.250805, 0.229769, -0.289161, 0.179045, 0.434903, -0.535887, 0.14093, -0.221938, 0.253475, 0.388161, 0.333505, -0.474103, -0.226836, 0.0479285, 0.034531, -0.136931, 0.035781, 0.126461, 0.0663341, 0.000132509, 0.15696, -0.0403932, 0.116252, -0.287365, 0.259957, 0.296887, -0.394844]""",发动机
"""[0.13002, 0.15321, -0.0947603, 0.199451, -0.0361496, -0.23351, 0.226453, 0.140156, -0.422139, 0.366377, 0.181202, 0.460458, 0.0770096, 0.30642, 0.224653, 0.231299, 0.453496, 0.164945, 0.212006, 0.605161, 0.135229, 0.346881, 0.36459, 0.0842444, -0.185378, -0.114942, -0.255769, 0.267748, -0.0603155, -0.191322, -0.325628, 0.2133, -0.0568794, -0.478835, -0.425681, 0.000667352, 0.764938, -0.184077, 0.442033, -0.471104, 0.0413724, -0.299982, 0.153052, -0.232393, -0.157269, -0.178111, 0.0108818, 0.128927, -0.486574, 0.4531, 0.0893437, 0.185315, -0.3041, 0.132249, 0.269649, -0.1565, -0.419213, 0.203335, -0.088871, 0.169001, -0.389508, 0.117333, -0.0947443, 0.283682, 0.15595, -0.22557, -0.014563, 0.00922004, -0.262666, -0.520044, 0.197032, 0.531293, -0.260806, 0.111708, 0.497444, 0.349223, 0.172978, 0.37792, 0.298556, 0.160964, 0.130521, -0.0642439, 0.0290527, 0.343689, 0.209093, -0.0786608, 0.549578, -0.155477, 0.210314, 0.164039, 0.13861, -0.313829, 0.0843187, 0.439755, -0.133337, 0.404354, 0.128078, 0.31899, 0.25208, 0.333349, -0.0304131, 0.229951, 0.499397, -0.377181, 0.289423, -0.154847, -0.176845, -0.271989, -0.395684, 0.235618, -0.0911723, -0.115678, -0.305554, -0.110389, -0.302832, -0.526414, -0.28114, 0.0797115, -0.0338997, 0.215478, -0.0697335, -0.100647, 0.036177, 0.218347, -0.190398, -0.0265612, -0.0915687, -0.00666134]""",问
"""[-0.237808, -0.00438289, -0.0976863, -0.112196, -0.418939, -0.196941, 0.334618, 0.209976, -0.0150779, 0.0651699, 0.192029, 0.267918, 0.487959, -0.100067, -0.0672209, -0.253772, 0.129859, -0.151538, 0.200825, 0.409186, -0.486437, 0.248116, 0.262456, 0.0603059, -0.37906, 0.0593975, 0.245904, 0.0479043, 0.368967, -0.07644, 0.211824, 0.399885, 0.112467, -0.125325, -0.390975, -0.167551, 0.310523, 0.1053, 0.422203, -0.12382, -0.0494102, -0.264357, 0.383033, 0.00882602, 0.077335, 0.431328, -0.0416137, 0.48676, -0.133057, 0.24842, 0.103151, -0.443886, 0.290812, 0.284502, 0.162743, 0.0483459, -0.182369, -0.179126, 0.0818553, -0.349212, 0.0675411, 0.363329, -0.123068, 0.208775, -0.175403, -0.211436, 0.383174, 0.154261, -0.34882, -0.506775, -0.0456556, -0.261892, -0.206773, 0.0643352, -0.106388, -0.204956, 0.450309, 0.141364, 0.143059, 0.744809, -0.0255867, -0.129367, -0.0812932, -0.067057, 0.0434153, 0.428541, 0.146885, 0.010264, 0.256949, 0.47671, 0.279447, 0.183363, 0.022496, 0.465175, -0.371151, 0.203103, 0.0506769, 0.184364, -0.123823, -0.168489, -0.307263, 0.275554, -0.00553397, 0.130496, 0.059094, 0.0805481, -0.0206065, -0.071646, 0.415129, 0.310393, -0.202699, -0.21848, 0.157961, -0.0618191, -0.374633, -0.392438, -0.112715, 0.000975246, -0.22302, 0.551016, -0.127017, 0.136104, 0.12113, 0.160409, -0.363869, 0.141147, -0.146763, -0.150613]""",下
"""[-0.0809381, -0.00435043, 0.242213, 0.103316, 0.250953, 0.0150895, 0.0653151, 0.188044, -0.125203, -0.0227237, -0.0315692, 0.12035, 0.09757, -0.0294704, 0.0458403, 0.320736, 0.283285, 0.143844, 0.205247, 0.469415, -0.382347, -0.0202054, -0.0591701, 0.130119, 0.213431, -0.0495644, 0.196057, 0.131827, 0.335343, -0.0606329, 0.329981, -0.0607913, 0.280499, 0.0151197, 0.363248, 0.195482, 0.561484, -0.138084, -0.190822, -0.179894, -0.0619796, 0.122312, 0.353436, 0.50073, 0.22791, 0.308446, -0.195589, 0.488654, -0.221354, -0.0213305, 0.361361, -0.389295, -0.411289, 0.113053, 0.149134, 0.0138407, 0.257849, 0.225277, -0.179998, 0.402884, -0.0770048, 0.136672, 0.237654, -0.124725, 0.160434, -0.248416, 0.00249282, 0.208528, -0.299922, -0.0186659, -0.641074, -0.0867284, -0.0913655, -0.360303, 0.103963, 0.59994, 0.342079, -0.183197, 0.0733399, -0.242428, 0.305505, -0.0448837, -0.242601, -0.0784714, 0.273238, 0.0538544, 0.243142, -0.0993257, 0.0960078, -0.181682, -0.00520406, 0.122711, -0.255783, 0.120638, 0.0411681, 0.609846, -0.252038, -0.219926, 0.0767937, 0.0376228, -0.307712, 0.178195, -0.0126372, -0.359877, 0.613767, 0.441085, -0.166455, -0.277433, -0.364576, -0.116868, -0.256638, 0.0797689, -0.144774, -0.481426, -0.263687, -0.023523, -0.125379, -0.607987, -0.199624, 0.0358194, -0.296586, 0.0350898, -0.158943, 0.0573217, -0.0145529, 0.0134799, 0.27162, 0.239139]""",现在
"""[0.138079, 0.379203, 0.366623, -0.306947, -0.0764696, 0.174973, -0.0301827, 0.259143, -0.0916928, -0.112118, 0.11771, -0.0859109, 0.306861, -0.288143, 0.169481, -0.00898866, -0.0461899, -0.087046, 0.0959198, 0.410434, -0.392118, 0.46482, 0.288798, -0.174516, -0.357555, 0.00117651, 0.393998, 0.0626955, 0.00608902, 0.126823, 0.446933, 0.253712, 0.344111, 0.0875717, 0.0551952, 0.203411, -0.0723505, 0.0385023, 0.0946149, -0.78403, -0.743928, -0.0947334, 0.198913, 0.120764, -0.302118, 0.011374, -0.206212, 0.606475, 0.323098, -0.513466, 0.427363, -0.553342, 0.193903, 0.366192, 0.0150641, -0.157284, 0.52027, 0.148048, -0.311318, -0.298572, 0.145296, -0.111391, 0.597576, -0.320839, 0.309149, 0.05559, 0.150091, 0.224843, 0.1314, -0.327767, -0.732186, -0.663599, -0.372797, 0.0847045, -0.342084, 0.282511, 0.894597, -0.0920899, -0.0394104, -0.00940445, -0.312586, -0.0207467, 0.00218444, -0.0113105, 0.164556, 0.236829, 0.177733, 0.0827654, 0.239407, 0.705217, 0.384701, -0.066199, 0.021917, 0.225363, 0.148567, 0.368135, -0.261896, -0.253367, -0.129269, -0.296042, 0.274386, 0.277172, -0.416667, -0.0214668, 0.492078, 0.0632858, -0.124121, -0.323801, 0.302997, -0.28088, -0.189625, -0.365167, -0.202909, -0.142182, -0.513729, 0.08149, -0.380053, 0.518925, -0.066251, 0.442584, -0.422466, -0.00869699, -0.0682003, -0.459147, 0.207744, -0.0844975, -0.0482393, 0.260259]""",怎么
"""[-0.511948, -0.221034, -0.075253, 0.101449, 0.0895926, -0.193291, -0.441335, -0.137464, 0.129404, -0.262394, -0.148474, -0.30095, -0.0628087, -0.12608, 0.141202, 0.313312, 0.109374, -0.254508, -0.130769, 0.309188, -0.0743085, -0.0111844, 0.497029, 0.210511, -0.0457137, -0.0616625, 0.412303, -0.0384902, -0.114705, -0.0341399, -0.0211223, 0.507317, -0.19019, 0.307765, 0.0682379, 0.13951, -0.00522968, 0.0308354, 0.238689, -0.211105, 0.157449, -0.0336587, -0.132433, -0.0501753, 0.362324, 0.399843, -0.0699904, 0.065461, 0.708877, -0.0642076, 0.225509, 0.494084, -0.177604, 0.0941416, 0.123387, 0.0881985, -0.156495, -0.335318, 0.0179247, 0.187189, 0.152811, 0.312808, 0.0112546, 0.120433, -0.351006, 0.359798, -0.0793058, -0.157744, -0.660115, -0.26923, 0.174506, -0.416859, -0.314093, 0.480641, -0.344959, -0.0470972, -0.127386, 0.307872, -0.194117, -0.00985372, 0.136216, 0.0398485, 0.289038, 0.28402, -0.24415, 0.27543, 0.407599, 0.125589, -0.208646, 0.178397, 0.00114531, -0.195499, -0.187709, -0.0733667, 0.0985445, 0.282493, 0.255308, -0.470334, -0.244755, 0.0274571, 0.254299, 0.264992, 0.129971, -0.158557, 0.655633, 0.336674, 0.0657528, -0.108544, -0.0626974, -0.295831, 0.318939, 0.0644844, 0.00944133, -0.331784, 0.28262, 0.107267, -0.188711, 0.276932, 0.271359, -0.0366505, -0.163888, -0.105729, 0.130111, 0.26913, 0.13868, 0.195182, 0.134244, -0.20794]""",款式
"""[-0.030107, 0.801969, 0.135386, -0.509383, 0.56811, -0.912155, -0.767824, 0.047577, 0.209147, -0.76499, -0.298598, -0.322132, 0.862714, 0.137599, -0.0757601, 0.018886, 0.585211, -0.227243, 1.16534, 0.193032, 0.520189, 0.387173, 0.056447, 0.397191, 0.296546, 0.120583, -0.00220291, -0.202885, 0.0505017, 0.77131, -0.0793449, 0.289896, -0.0753725, -0.518035, 0.165862, 0.222453, -0.150295, 0.333305, 0.303661, 0.591481, 0.07278, 0.977822, 0.173519, 0.638288, 0.234458, -0.110248, 0.752028, -0.255898, -0.555128, 0.45413, 0.030673, 0.408585, -0.238022, 0.0343539, -0.092283, -0.542908, -0.076419, -0.266801, 0.171595, -0.506061, 0.162456, 0.087959, 0.178056, -0.341368, -0.16389, -0.0115326, -0.325022, 0.774456, -0.324162, -0.735216, 0.043273, 0.506006, 0.398482, 0.195748, -0.133128, -0.214478, -0.124346, -0.0645459, 0.276452, -0.084501, 0.994485, -0.59768, 0.954006, 0.392811, 0.121557, 0.398742, -0.126849, 0.085117, 0.0386566, 0.042465, -0.33345, -0.014087, 0.0459135, -0.545395, -0.301237, 0.526135, 0.0138368, -0.192244, -0.981904, -0.46114, 0.0919901, 0.403001, 0.0933435, -0.372776, 0.005732, 0.506721, -0.814793, 0.194059, 0.333179, -0.29256, 0.045605, 0.800895, 0.0689109, -0.0793887, 0.035992, -0.22553, -0.181657, -0.336293, -1.15798, 0.170147, -0.404423, -0.235704, -0.690806, -0.0144363, 0.558878, 0.758154, 0.470254, -0.328358]""",长安汽车
"""[0.500751, 0.0401615, 0.243764, 0.283432, -0.195815, -0.289976, -0.137959, 0.220418, -0.376183, -0.433309, 0.0490537, -0.313663, -0.0238894, 0.0191926, 0.22239, 0.0393606, 0.587427, 0.771483, -0.123924, 0.284942, -0.179665, -0.127808, 0.334412, -0.244443, -0.167102, 0.00377544, 0.00817199, 0.14141, 0.281342, 0.102727, -0.198078, -0.00260675, 0.449359, -0.425368, 0.0306991, -0.0534495, 0.126292, -0.395423, 0.313084, -0.0878126, 0.0494251, 0.367635, 0.200776, 0.343394, -0.0476558, 0.355807, 0.154506, 0.192333, 0.166385, -0.198159, -0.200689, 0.376859, -0.283995, -0.490355, 0.593986, -0.210832, -0.277811, -0.0547333, -0.0263943, -0.259005, -0.135263, -0.0316413, 0.322087, 0.0296475, -0.245293, -0.28529, 0.0783317, 0.321189, -0.696943, 0.124294, 0.0707761, 0.0962134, -0.153601, -0.16559, -0.147539, -0.173438, 0.133789, 0.0460244, 0.232876, 0.000162382, 0.294369, 0.0954228, 0.0251708, -0.152244, -0.252395, 0.231375, -0.0598412, 0.0936186, 0.285427, -0.21386, -0.00906962, 0.198429, -0.381091, -0.117047, -0.283316, 0.398806, -0.339574, -0.510972, -0.148471, 0.262258, -0.18655, -0.148136, -0.0760238, -0.445359, -0.630891, 0.228918, -0.22145, 0.120295, 0.0333156, -0.0765249, -0.0536377, 0.46173, 0.29434, -0.314858, -0.166766, 0.0869508, -0.153238, -0.179568, 0.198765, -0.0143812, 0.181637, -0.210897, 0.468575, -0.00785383, -0.000351553, 0.182546, 0.428187, 0.0727752]""",2015
"""[0.177223, 0.092641, -0.24964, -0.343776, -0.158351, -1.05935, -0.686726, -0.0925181, -0.152291, -0.596993, 0.000265002, -0.39395, 0.829295, -0.306485, 0.56229, -0.426235, 0.389277, -0.183848, 0.180962, 0.765465, 0.183934, 0.366702, 0.045224, -0.238022, -0.0764967, -0.771605, -0.906452, -0.104498, -0.755482, 0.44594, 0.079809, 0.402848, -0.26072, -0.210577, -0.022212, 0.602797, -0.482073, 0.290795, -0.300429, 0.451081, 0.0669737, 0.021071, -0.62286, -0.201616, 0.743891, 0.384248, -0.285919, 0.212125, 0.426032, 0.640073, 0.190002, 0.692261, -1.54234, 0.559676, 0.689526, -0.366702, -0.976086, -1.00086, 0.20711, 0.551096, 0.280635, 0.098978, -0.054727, -1.1242, 0.340858, 0.170944, -1.04121, -0.611059, -0.967468, -0.706946, -0.0436308, 1.12782, 0.0785311, 0.787017, -0.452983, -0.044326, -0.230892, 0.412216, 0.349858, -0.156988, 0.490206, 0.478474, 0.971221, -0.125144, -0.317983, -0.271359, 0.536747, 0.281722, 0.268483, -0.049485, -0.039558, -0.270713, -0.168266, -0.31796, -0.621359, 0.585894, -0.779129, -0.0972845, -1.58775, -0.095172, -0.0490179, 0.994978, 0.516805, -0.59517, 0.509996, 0.0892738, -0.894039, -0.357303, -0.239937, -0.772076, 0.248069, 0.248931, 0.19132, -0.12333, 0.850776, 0.230725, -1.05312, 0.0877511, -0.14005, -0.117606, -0.263298, -0.298713, -0.0326402, 0.279995, -0.044549, 0.263148, 0.514466, -0.52657]""",款汉兰达
"""[0.0680524, -0.0842395, 0.0337623, -0.0880262, 0.392529, -0.568928, -0.430193, -0.0501794, 0.0975394, -0.673441, -0.285838, -0.536687, 0.230389, 0.277012, 0.166013, 0.0450957, 0.38686, -0.0178102, 0.432527, -0.00125785, 0.398687, -0.0422721, 0.00623429, -0.0718316, -0.103314, -0.219215, -0.248517, -0.0807665, -0.140265, 0.185021, -0.690767, -0.109858, -0.213766, -0.379745, -0.0864087, 0.481089, 0.364965, 0.240904, -0.184477, -0.0806842, 0.240639, 0.490928, -0.193945, 0.0925617, 0.373039, 0.196591, 0.216581, 0.0514266, -0.132619, 0.260782, -0.070962, 0.236634, -0.456446, 0.204105, -0.00297798, -0.196437, -0.136949, 0.0112867, 0.028562, 0.0104004, 0.468593, -0.0753579, -0.114256, -0.475915, -0.0372086, -0.0109013, -0.0056225, 0.232117, -0.375593, -0.44253, 0.13613, 0.122789, -0.00958868, 0.211596, -0.061485, -0.482489, 0.120074, 0.321753, -0.107888, -0.340798, 0.403868, 0.00276931, 0.744016, -0.161169, -0.375405, -0.126829, 0.0451856, -0.15961, 0.0358434, -0.307907, -0.51711, 0.0377379, -0.366625, 0.151362, -0.600519, 0.126616, 0.272891, -0.348798, -0.542723, 0.0479192, -0.245175, -0.0783641, 0.217369, -0.779235, 0.341951, -0.0474107, -0.53586, -0.210263, -0.103124, -0.277277, -0.193865, 0.618091, -0.1862, -0.245294, 0.274595, 0.27744, -0.0939025, -0.176693, -0.358198, -0.196652, 0.136909, -0.507581, -0.402561, 0.328339, -0.00883312, 0.474939, 0.38478, 0.297765]""",奔驰
