vec,word
"""[-0.0574034, 0.380213, -0.10725, -0.165473, -0.163919, -0.147162, 0.587267, -0.34568, -0.135642, -0.687165, -0.0699304, -0.0300465, 0.229243, 0.11087, 0.176801, 0.224212, 0.247201, -0.0198958, 0.184688, 0.283196, 0.447563, -0.227035, 0.0356558, 0.139697, 0.0185954, -0.131717, 0.216867, 0.359032, 0.434535, -0.17984, 0.0899757, -0.418549, 0.173067, -0.399488, 0.141959, -0.22152, 0.441753, 0.0932518, 0.345066, 0.289739, 0.339451, 0.200412, 0.556177, 0.0563242, 0.104431, 0.65828, 0.101464, 0.247706, -0.0638595, -0.100694, -0.103112, -0.267438, -0.364058, -0.112977, 0.364609, -0.246511, -0.25784, -0.0127617, -0.117066, -0.133265, -0.56228, -0.137909, -0.234877, 0.215921, 0.0725296, -0.0614543, 0.355531, -0.173523, -0.203883, 0.0319493, -0.589427, 0.117764, -0.243197, 0.306278, 0.189514, 0.1525, -0.0865281, -0.228387, -0.449962, -0.0340436, 0.176738, 0.138217, -0.343048, -0.145744, 0.27612, 0.0959212, 0.0678328, 0.00751885, 0.151716, 0.381005, 0.0170756, -0.452606, -0.178719, 0.109369, 0.132796, 0.438184, 0.0740096, 0.0740389, 0.0480967, -0.259924, 0.235397, -0.1013, 0.190277, -0.439335, 0.397496, 0.363296, 0.422413, 0.311206, -0.114364, -0.101041, -0.163657, 0.490499, 0.320785, -0.100345, -0.431371, -0.272462, -0.286048, -0.836173, -0.495767, -0.0129542, -0.609131, 0.303039, -0.124556, -0.400582, 0.0928193, -0.193984, -0.124831, -0.154889]""",这
"""[-0.16193, 0.301188, -0.244392, 0.0749479, 0.169378, -0.144705, 0.240165, 0.146396, 0.0933331, -0.064513, -0.0622764, -0.429784, 0.561344, 0.635572, 0.211715, -0.295368, 0.566503, 0.113233, 0.0977286, 0.615675, 0.0449755, -0.413749, 0.149911, 0.214847, -0.165959, -0.480776, 0.717908, -0.457778, 0.604883, -0.484466, 0.137433, 0.412083, 0.159033, 0.0494918, -0.279115, -0.0235994, 0.50694, 0.180466, 0.500898, 0.00214078, 0.304625, -0.148977, 0.0921439, -0.148817, 0.27196, 0.0494871, 0.150847, 0.899001, 0.209122, -0.414703, 0.757175, 0.189481, -0.296141, -0.0247008, 0.0350335, 0.242059, -0.156053, -0.338979, 0.173388, -0.516919, -0.260539, 0.90537, 0.0464517, -0.259137, -0.738625, -0.0731581, 0.0451613, -1.14418, 0.106047, -0.10902, 0.290004, -0.0600162, 0.365911, -0.370538, 0.262661, -0.130528, 0.640453, 0.0496607, -0.679966, 0.102639, -0.25097, -0.244078, -0.0582512, -0.0145875, -0.139943, 0.412205, 0.285213, 0.282846, 0.0674619, -0.472621, -0.128239, -0.740814, -0.031745, 0.0107849, 0.0597011, -0.634073, 0.21392, -0.253553, 0.283076, -0.316905, 0.295798, 0.703366, -0.571985, 0.0114054, 0.30378, 0.67307, 0.00476001, -0.699557, 0.392087, 0.333537, -0.499373, 0.325368, 0.15362, 0.146751, 0.463578, 0.272603, -0.902731, -0.134684, 0.33446, 0.684784, 0.202468, -0.103908, -0.116492, 0.653174, 0.456154, -0.870968, -0.0750439, 0.197252]""",么
"""[0.319911, 0.106503, -0.0125766, -0.22043, -0.270854, 0.0233093, 0.126766, -0.0102284, -0.0394072, -0.0414211, -0.331887, 0.0511776, 0.210355, 0.0911492, 0.426353, -0.245362, -0.090611, 0.00188468, -0.223017, 0.433965, -0.0908244, -0.235828, 0.343273, 0.00362913, -0.783, 0.00687675, 0.50261, 0.524932, 0.21698, 0.0698943, 0.0412884, -0.219576, 0.350127, -0.239897, -0.286053, -0.285892, -0.10091, 0.0345083, 0.174914, -0.160849, -0.233019, -0.0312094, 0.509254, 0.141739, 0.0875902, 0.144145, 0.026015, 0.414946, 0.0639732, 0.20355, 0.202694, -0.198548, -0.0793456, 0.325166, 0.259451, -0.241363, -0.221949, -0.172006, 0.0108831, -0.231408, -0.297343, -0.0442557, 0.395295, -0.336673, -0.303712, -0.112029, 0.249807, -0.468722, -0.190877, 0.151019, -0.213158, 0.113885, -0.0589662, 0.582671, -0.0561495, -0.153423, 0.437245, 0.159927, -0.0710329, 0.303456, 0.0807388, 0.0898685, 0.375108, 0.0155914, 0.14458, -0.138348, -0.0595843, 0.42296, 0.406273, 0.509113, 0.286384, 0.065113, -0.0889879, 0.0180948, -0.140012, 0.518123, -0.417842, -0.314864, -0.209662, -0.0897438, 0.284844, 0.156708, 0.147957, -0.0147852, -0.102078, 0.239043, -0.235376, -0.0198297, 0.448947, 0.31616, -0.202558, -0.252264, -9.75255e-05, -0.0794858, -0.461818, -0.393869, 0.0597534, -0.548386, -0.460849, 0.152474, -0.29439, -0.169449, 0.15554, -0.108404, -0.0255533, 0.0682924, -0.116087, 0.256074]""",5
"""[0.0192698, -0.156561, -0.08282, -0.102556, 0.638543, -0.598257, -0.28551, 0.202776, -0.595723, -0.49853, -0.104653, -0.163173, 0.39339, 0.281412, -0.254252, -0.381571, 0.353185, -0.100837, 0.132235, 0.574893, -0.0680475, 0.284803, 0.196074, -0.0919076, 0.377893, -0.396652, -0.476353, 0.018781, -0.114161, -0.356789, -0.177579, -0.096764, -0.161971, -0.254385, -0.451635, 0.0869126, 0.242286, 0.480906, 0.121033, -0.23958, -0.161674, 0.0944586, -0.248295, -0.369207, 0.290442, 0.672457, 0.240167, -0.3478, -0.192544, 0.0498868, -0.0477669, 0.313892, -0.210856, 0.388072, -0.0805985, -0.0484919, -0.11862, -0.338325, -0.126311, -0.214909, -0.0158142, 0.672923, -0.550345, -0.419543, -0.443727, 0.304314, -0.143994, -0.0114741, -0.252068, -0.391606, 0.191719, 0.112931, -0.0992916, 0.351997, 0.0813925, -0.868291, 0.131002, -0.446423, 0.489187, -0.0696771, -0.0258608, -0.144685, 0.0946128, 0.117102, 0.053098, 0.812453, 0.0725704, -0.417566, 0.0310582, 0.187923, -0.127837, -0.148789, 0.0940024, 0.0516085, -0.569189, 0.0104253, -0.0935505, 0.251852, 0.0524104, 0.120975, 0.335784, 0.278393, 0.553963, 0.00882369, 0.191843, -0.00803398, -0.624526, -0.0875833, -0.534873, -0.361207, 0.273927, -0.0465104, 0.0777949, -0.0282792, -0.655047, 0.331121, 0.270033, 0.309326, 0.33314, 0.181479, -0.102337, -0.161281, 0.278364, 0.306419, -0.472038, -0.162813, 0.160151, -0.807461]""",座
"""[0.319388, 0.205511, 0.0540268, -0.113674, 0.204576, -0.741372, 0.00576819, 0.262206, -0.119028, -0.349064, -0.190396, -0.752048, 0.10728, -0.300512, -0.156218, 0.28799, 0.275298, -0.197007, 0.314534, 0.118446, 0.347773, -0.225247, -0.134842, -0.0298897, 0.400383, -0.180783, -0.199431, -0.319897, -0.353953, 0.0397643, -0.247674, 0.0353224, -0.368776, -0.699203, -0.0815775, 0.443615, -0.0364207, 0.88227, -0.0601224, 0.0937873, 0.0896296, 0.741785, -0.256645, 0.154197, 0.244808, 0.123956, 0.124075, -0.0320959, -0.388429, 0.426299, -0.170207, 0.523515, -0.826042, 0.00362217, -0.312375, -0.0328302, -0.443243, -0.548278, -0.451116, 0.174254, 0.277498, -0.230031, 0.0603013, -0.125285, 0.101846, -0.215326, -0.139446, 0.273033, -0.312941, -0.15807, 0.157258, 0.0196358, -0.562325, 0.284925, 0.0810213, -0.0749588, 0.0561893, 0.423787, 0.0730045, -0.265211, 0.374695, 0.191879, 0.400836, 0.011198, -0.348006, -0.129731, 0.0380539, -0.430261, 0.366295, -0.393311, -0.525141, -0.0381895, -0.575742, -0.0945092, -0.266775, -0.12617, -0.112379, 0.00915956, -0.663676, -0.398259, -0.35737, 0.0257414, 0.231213, -0.199094, -0.0286678, 0.00846429, -0.687106, 0.105211, -0.403856, 0.371554, -0.196015, 0.874805, -0.486654, -0.0863705, -0.0789496, 0.550187, -0.165346, 0.0110706, 0.344606, -0.145822, -0.297706, -0.384718, -0.0229085, 0.432955, -0.334203, 0.159481, 0.766745, -0.267345]""",丰田
"""[-0.0541492, 0.246209, 0.212212, -0.057708, -0.0829829, -0.0299157, 0.437794, 0.145281, -0.0415219, -0.105862, 0.0524995, -0.160172, 0.0932878, 0.00564947, 0.35512, 0.0981397, 0.316511, 0.368134, -0.161856, 0.119113, -0.313983, 0.356014, 0.0955534, -0.323045, -0.060682, -0.0546963, -0.0432979, 0.0278862, 0.127859, 0.0474448, 0.209016, 0.46805, 0.401128, 0.153624, 0.0330378, 0.399201, 0.166947, 0.165268, -0.123219, -0.445999, -0.0577414, 0.152868, 0.286745, -0.0264171, -0.0139798, -0.00658614, 0.0559883, 0.559283, -0.43854, -0.306622, 0.563654, -0.420022, -0.200478, 0.236372, 0.0287312, -0.133999, 0.387759, 0.016836, -0.591952, 0.0853047, 0.0264701, 0.104987, 0.368192, 0.131266, 0.0361758, -0.246939, -0.0298446, 0.28187, -0.23173, -0.432112, -0.456728, -0.170754, 0.0980603, -0.227363, -0.227937, 0.123775, 0.319422, 0.176076, 0.0975521, 0.255857, 0.0914312, -0.115394, 0.0700642, 0.0859197, -0.105596, 0.0116561, 0.30526, -0.248745, 0.545271, 0.456311, 0.171511, 0.0765011, 0.179001, -0.256669, 0.141037, 0.311023, -0.0499141, -0.333306, -0.0890735, 0.0397233, 0.0546551, 0.109368, 0.245604, 0.140459, 0.278054, -0.0422995, -0.303154, -0.0617066, -0.0571587, 0.26874, -0.215953, 0.595801, -0.0650366, -0.407676, 0.0752158, -0.0449728, -0.534578, 0.00783356, -0.666424, 0.205138, -0.956926, -0.081588, 0.163699, -0.246486, 0.246846, -0.300788, 0.252962, 0.252689]""",有没有
"""[-0.0392739, 0.269638, 0.320178, 0.0573022, 0.0539064, 0.0421632, 0.304335, -0.183239, -0.570275, -0.208678, -0.0739808, -0.489956, -0.0314677, 0.0767881, -0.194657, 0.37146, 0.472678, 0.138007, 0.106464, 0.0820884, 0.134139, 0.332012, -0.138781, 0.146825, -0.124628, -0.381082, 0.250095, 0.269653, -0.0660526, -0.14007, 0.0149931, 0.128136, 0.181331, -0.49599, 0.344623, -0.127468, 0.147976, -0.316781, 0.211031, 0.0562878, 0.238712, 0.14242, -0.00676259, 0.474202, 0.148454, 0.597297, 0.137619, 0.503782, -0.722524, 0.269145, 0.169362, 0.235797, -0.215261, -0.0720867, 0.275234, -0.316107, -0.0879954, -0.449152, -0.215111, 0.226265, -0.511921, -0.0451167, 0.387771, 0.112777, -0.0933958, -0.291691, 0.15048, 0.541066, 0.00529985, -0.058746, -0.230055, 0.299422, -0.0377861, -0.461663, 0.273948, 0.470818, 0.0772867, 0.151925, -0.0922955, -0.207272, 0.319679, 0.365628, -0.101114, 0.0293381, -0.024546, 0.00698252, 0.788782, -0.235137, -0.283707, -0.020372, 0.0332799, 0.250996, 0.368892, -0.120171, -0.146062, 0.5346, -0.166652, -0.232888, -0.789209, 0.621827, -0.367602, -0.133805, -0.196378, -0.0644296, 0.046408, 0.236129, -0.0728064, 0.337365, -0.189941, 0.267466, 0.139362, 0.386643, -0.0305518, -0.369769, -0.138906, 0.451667, -0.561661, -0.528375, 0.323965, 0.136593, -0.225067, 0.194474, 0.0770601, 0.0392619, -0.302205, -0.248242, 0.0997369, 0.406257]""",目前
"""[0.403602, 0.308601, 0.258726, -0.0128669, 0.0286636, -0.0337244, 0.0946732, -0.105126, -0.432061, 0.451125, 0.305815, 0.0516993, 0.388688, -0.248, 0.582404, -0.195854, 0.0538464, -0.0586798, 0.173081, 0.75637, 0.0321006, -0.0782116, 0.0795027, 0.213324, 0.0775512, 0.0408946, 0.234388, 0.222169, -0.0705937, -0.348172, 0.236631, -0.190417, 0.222436, -0.129821, -0.0987076, -0.128412, 0.712237, 0.00282063, 0.16535, -0.103983, -0.575031, -0.100564, 0.396215, 0.139861, -0.375615, -0.0709067, -0.24843, 0.607099, 0.00527359, -0.0806551, 0.347336, -0.465548, -0.0745023, 0.442954, -0.184869, -0.15284, 0.141891, 0.0949594, -0.281092, 0.224888, -0.0282868, 0.220903, 0.00779378, -0.349534, 0.132022, 0.104399, 0.256241, 0.14362, 0.0994535, -0.33244, -0.476649, -0.443068, -0.277781, -0.0534468, -0.117132, 0.350095, 0.2938, 0.113337, 0.0119215, -0.123219, -0.0604676, -0.14978, -0.453726, 0.421949, -0.238567, 0.563748, 0.0114539, 0.146536, 0.165218, 0.158238, 0.210209, -0.173726, 0.335798, 0.221702, 0.0815309, 0.327144, 0.546533, 0.00693062, 0.323462, 0.106129, -0.0572949, 0.348034, 0.0563708, -0.076573, 0.619316, 0.0930586, -0.121372, -0.130482, -0.372831, 0.273854, 0.166401, -0.357122, 0.156191, -0.223441, -0.314805, -0.445789, -0.318003, 0.276736, -0.164253, 0.43461, -0.345841, -0.277005, 0.0633252, 0.00498244, 0.0749151, 0.317922, -0.209176, -0.271326]""",都
"""[-0.027149, 0.00546498, -0.436774, -0.192122, -0.075056, 0.0922923, 0.21033, 0.0921815, -0.174076, 0.251233, -0.022229, 0.230394, 0.291916, 0.0206777, 0.620866, -0.0874334, 0.224744, -0.140401, -0.102533, 0.248489, -0.210108, 0.186896, -0.328015, -0.27785, 0.0355496, -0.1273, -0.2044, 0.0248137, 0.172619, 0.0585117, 0.209313, 0.320535, 0.339827, 0.0863146, -0.098691, 0.192282, 0.494884, 0.180214, 0.575238, -0.366863, -0.257024, -0.201395, 0.602064, 0.145286, -0.139649, 0.178087, -0.729707, 0.235884, -0.090918, 0.254251, 0.364722, -0.290527, 0.199178, 0.14401, 0.310326, 0.0587627, 0.239983, -0.354724, -0.117179, -0.294138, 0.35931, 0.155194, -0.226291, -0.0178696, 0.320713, -0.0969762, -0.277627, 0.358434, -0.237895, -0.526994, -0.311904, -0.467639, 0.0100545, -0.0420956, -0.469132, 0.190104, 0.193638, 0.207922, 0.146628, 0.051168, 0.254172, 0.067351, -0.155401, 0.228503, 0.196528, -0.13585, -0.0775932, 0.123118, 0.4957, 0.624308, 0.117124, -0.281579, 0.00712195, 0.625821, -0.247057, 0.0257122, 0.221407, -0.325818, 0.121047, 0.146109, -0.605805, 0.375099, 0.258473, -0.0521699, 0.356498, 0.0544228, 0.125352, -0.0535391, -0.118417, 0.166504, -0.351897, 0.00764055, 0.0173217, -0.289971, -0.520527, -0.343594, -0.313238, 0.0864759, -0.41653, 0.403309, -0.728607, -0.0939792, 0.149386, 0.138999, -0.0821652, 0.319784, -0.182587, 0.557703]""",在
"""[0.0625889, 0.120391, -0.947325, -0.20202, -0.102619, 0.259771, 0.477264, 0.332187, -0.0847341, 0.127276, 0.377782, -0.652361, 0.299026, 0.215393, 0.208989, 0.355161, 0.360527, 0.0104871, -0.18957, -0.130745, -0.394653, 0.37164, 0.174109, 0.0177983, -0.00372176, -0.332559, 0.390913, -0.0456257, -0.0509066, 0.0998732, -0.323669, 0.676183, -0.145184, 0.00616779, -0.461373, 0.447505, 0.0998091, -0.122283, 0.241157, -0.31295, -0.0908087, -0.0375241, 0.436277, 0.15478, 0.699259, -0.0537752, -0.188533, 0.229167, -0.0915103, 0.0614875, 0.210606, -0.380278, -0.333199, -0.0336869, 0.418025, 0.221095, -0.439393, -0.264178, -0.572192, 0.417629, 0.461331, 0.154447, 0.046284, -0.0831409, -0.0961269, -0.186788, 0.112195, 0.00832915, -0.0339477, -1.17097, 0.143298, -0.284858, 0.31327, 0.324003, -0.127245, 0.31563, 0.209947, 0.0272727, 0.0695634, -0.0181392, -0.130776, 0.133864, 0.524304, -0.458405, -0.121528, -0.560445, 0.418299, 0.0981158, 0.554095, 0.367611, -0.285644, -0.242547, 0.0855872, -0.084682, -0.139561, -0.0176127, 0.148077, 0.204243, -0.187285, -0.118524, 0.215268, 0.59654, 0.566503, 0.0651637, 0.0440767, 0.144261, 0.20694, -0.629129, 0.151662, 0.103945, -0.421874, 0.304873, 0.0313824, -0.640082, 0.000405125, -0.6665, 0.35886, -0.041983, -0.117322, 0.20736, -0.213329, -0.180629, -0.136554, 0.0823014, -0.630607, -0.074196, 0.17435, -0.00360038]""",卖
"""[0.114202, -0.209854, -0.214381, -0.433339, -0.0294259, -0.233816, -0.285433, 0.00850289, -0.246624, -0.237576, -0.131869, -0.000848747, 0.349621, -0.0195627, 0.163606, -0.0732959, 0.0465837, -0.15279, -0.0292065, 0.478618, -0.0450381, -0.000166423, -0.164278, -0.00412394, -0.134607, -0.270905, -0.44937, 0.0667193, 0.0575537, 0.0717091, 0.183123, 0.208696, -0.101704, -0.0941049, 0.252793, 0.377603, -0.0700295, 0.248934, 0.123853, 0.254716, -0.00985713, 0.515387, -0.328916, -0.0492654, 0.213578, 0.0972106, -0.0894301, 0.222548, 0.29591, 0.189432, 0.000578418, 0.531072, -0.352858, -0.00749899, -0.0469206, -0.439165, -0.36291, -0.351206, 0.00659095, 0.235727, 0.146421, -0.101704, 0.26039, -0.596767, 0.0742265, -0.0463479, -0.302165, -0.262266, -0.417975, -0.23606, -0.141792, 0.279702, -0.0189201, 0.555467, -0.458305, 0.10965, -0.0843217, -0.0541196, -0.0491259, -0.44515, 0.103265, -0.202502, 0.605022, -0.150085, -0.280847, -0.284231, -0.0110704, 0.0479255, -0.149759, -0.195932, -0.205061, -0.137007, 0.0667531, -0.0439852, -0.00483415, 0.290522, -0.618041, 0.0255065, -0.801634, 0.025383, 0.00680334, 0.297213, -0.095235, -0.566269, 0.168121, 0.171734, -0.585108, -0.169331, -0.212428, -0.148555, 0.18659, 0.204484, 0.194472, -0.0661889, 0.406453, 0.0500388, -0.421442, 0.023329, -0.23251, -0.337592, -0.0164286, -0.0671687, -0.0527755, -0.0592119, 0.384854, 0.352696, 0.523655, -0.140527]""",汉兰达
"""[-0.0331214, 0.0448405, -0.349853, -0.551837, 0.571769, -0.472123, -0.370188, 0.211731, -0.498237, -0.773335, -0.00516224, -0.452448, 0.38381, -0.091338, 0.390842, -0.0807497, 0.553356, 0.245565, 0.696129, 0.0110858, 0.486535, 0.114358, 0.038956, 0.0839319, -0.371723, -0.186175, -0.545629, -0.203022, 0.117544, 0.132227, -0.497669, 0.00056336, -0.183406, -0.472902, 0.062459, 0.731363, 0.21507, 0.137458, -0.214714, -0.130782, 0.141732, 0.494284, -0.199312, 0.185047, 0.101696, 0.14142, 0.0600149, 0.0603724, 0.0743358, 0.19152, -0.147233, 0.153681, -0.374855, 0.274402, 0.0426384, -0.111914, 0.179303, -0.225773, 0.0294826, 0.04172, 0.622068, 0.0344268, -0.366093, -0.289897, -0.08142, -0.0676094, 0.287174, 0.0425628, -0.234083, -0.673422, -0.129281, 0.0671957, -0.093551, 0.187232, 0.100021, -0.305027, 0.104227, 0.18466, -0.0947128, -0.539893, 0.191787, 0.131186, 0.648633, -0.204815, -0.217073, 0.0346674, 0.0652939, -0.227466, -0.218302, -0.419036, -0.321186, 0.174245, -0.287893, 0.143347, -0.378341, 0.0409931, 0.377901, -0.391409, -0.54737, 0.0385768, 0.0946663, -0.168232, 0.267931, -0.875739, 0.294984, 0.107976, -0.656954, -0.296771, -0.174505, -0.138682, 0.072754, 0.550292, -0.0219988, 0.131215, 0.257806, 0.291966, -0.389582, -0.34638, -0.23956, -0.0701181, 0.0267843, -0.34244, -0.511765, 0.208257, -0.225151, 0.439461, 0.30197, 0.367517]""",宝马
"""[-0.0752196, 0.115303, -0.10254, 0.0647424, -0.057274, -0.144842, 0.329419, 0.138864, 0.193239, 0.0892115, -0.123697, 0.278342, 0.12426, 0.380293, 0.321329, 0.463905, 0.263232, 0.206111, 0.475869, 0.259617, 0.180435, 0.691891, -0.314492, -0.442676, -0.122625, 0.24215, -0.0279539, -0.0192799, -0.137512, 0.294296, -0.33089, 0.0402265, 0.0512071, -0.0367707, 0.0912909, -0.282606, 0.551535, -0.232168, 0.591003, -0.365474, 0.174043, -0.250834, 0.262634, 0.0113642, 0.220318, -0.0317102, -0.24257, -0.12346, -0.1866, 0.472429, 0.0154063, -0.157292, -0.180969, 0.598935, 0.0172585, -0.0430004, -0.33582, -0.391235, -0.341503, 0.233601, -0.322461, 0.779476, -0.212711, 0.367523, -0.0244403, -0.24279, -0.391854, 0.113117, -0.0520071, -0.242232, -0.354105, 0.240487, 0.190633, 0.0107241, 0.109006, 0.116881, 0.262045, 0.100958, 0.195954, 0.313338, -0.0304702, 0.100293, -0.272765, 0.404022, -0.356233, 0.0600848, 0.110175, 0.154313, 0.166597, 0.291331, 0.129746, 0.406925, 0.214079, 0.210661, -0.0186941, 0.459131, 0.315849, -0.200822, -0.255267, 0.0662214, -0.615039, 0.336654, 0.229042, -0.064378, 0.19221, -0.246895, 0.176603, -0.237414, -0.138913, 0.141633, -0.429789, -0.0436435, 0.279397, -0.409841, 0.102779, -0.343463, -0.0424236, 0.179303, -0.0618153, 0.594763, -0.670171, -0.0985872, 0.332686, 0.187928, -0.155353, 0.23537, -0.183741, -0.199091]""",知道
"""[-0.175663, 0.118021, -0.0635516, -0.226774, 0.634619, -0.00618112, -0.0306546, -0.192, -0.373311, -0.0891721, -0.354511, -0.289704, 0.364335, 0.00468182, 0.367249, -0.166657, -0.0787486, -0.0770924, -0.311119, -0.0618301, -0.371333, 0.323397, 0.0680487, -0.125013, -0.184428, 0.224143, 0.104628, 0.0581659, 0.21638, 0.120456, 0.364207, 0.440388, 0.185318, -0.737687, -0.0915836, 0.244543, -0.181852, -0.173883, 0.291507, -0.285478, -0.596367, 0.307873, 0.222348, 0.240717, -0.0789243, -0.141308, 0.00702189, 0.227228, -0.202211, 0.342391, 0.252036, 0.0228346, -0.0724441, 0.37759, 0.0295487, 0.17891, 0.361758, -0.742806, -0.0701001, -0.106592, -0.0430838, -0.3475, 0.0962848, 0.149213, 0.144723, 0.101451, -0.18755, 0.172178, -0.0340945, 0.101207, -0.0790494, 0.279066, 0.414615, 0.142302, -0.287637, -0.331342, 0.54021, -0.215261, 0.0666436, 0.0715122, 0.472908, 0.175504, -0.194194, -0.0224457, -0.0635982, 0.326858, 0.0903167, -0.327222, 0.160719, -0.250667, -0.12016, 0.0588048, -0.0422247, -0.0760018, -0.42133, 0.0426587, 0.212016, -0.0373102, -0.120075, -0.0749383, 0.078934, 0.106609, 0.297903, -0.444811, 0.181624, -0.0337994, -0.126423, -0.0433081, 0.295918, -0.422379, -0.268886, 0.175256, -0.00793202, 0.16121, 0.0801932, 0.407841, -0.0403532, -0.261262, -0.59256, 0.269925, 0.126546, -0.327756, 0.027968, 0.167629, 0.292534, 0.171012, -0.12079, 0.108953]""",北京
"""[0.0391196, -0.0438182, 0.00856031, 0.428306, 0.359071, -0.145968, 0.0155524, -0.100945, 0.230115, 0.181379, -0.0539058, 0.117242, -0.199854, -0.11487, 0.199097, 0.179091, 0.350218, -0.16729, 0.119774, -0.0387644, 0.134471, 0.196843, 0.0436054, -0.291278, 0.103805, 0.0790788, 0.0218212, 0.158511, 0.233619, 0.0279529, 0.122746, 0.607495, -0.123745, -0.594771, -0.00738514, 0.140356, -0.473404, 0.281427, 0.353632, 0.106068, 0.0554941, 0.603417, 0.0539599, 0.235094, 0.86426, -0.183265, 0.216149, 0.216714, -0.159055, 0.256391, -0.149025, -0.189873, -0.111232, 0.365206, 0.181421, 0.0655454, 0.349976, 0.0437931, 0.110616, -0.22303, 0.109882, -0.0912309, 0.120899, -0.0878455, 0.292091, -0.126921, -0.206217, 0.150779, -0.0942042, -0.198067, -0.126805, -0.0143239, 0.14444, 0.154587, -0.137796, -0.402089, -0.257958, 0.181561, 0.562028, 0.146844, 0.226688, 0.167151, 0.44176, 0.136115, -0.0753997, 0.0562159, -0.193572, -0.0451647, 0.349243, 0.135167, -0.602306, 0.219485, -0.0447451, 0.395582, 0.146444, 0.101636, 0.178377, -0.351143, -0.501374, -0.000526703, -0.396208, 0.151791, 0.155106, -0.190785, -0.119637, 0.255379, -0.146377, 0.0702921, -0.00834025, -0.464233, 0.261183, 0.618848, -0.0490069, -0.143869, 0.239534, 0.175046, -0.262674, -0.402818, -0.281627, 0.0881103, -0.0808919, -0.399991, -0.447652, -0.163931, -0.210157, 0.392457, 0.122755, -0.201129]""",现代
"""[0.359377, -0.0657, 0.14453, -0.14556, 1.09554, -1.23651, -0.0579798, 0.313098, 0.0743201, 0.602017, -1.04514, 0.089787, 0.428852, 0.584768, -0.228966, 0.137996, 1.11255, -0.722451, 1.12978, 0.661941, 0.514388, 0.463165, 0.48522, 0.37724, 0.493289, -0.231511, -0.521244, -0.328772, 0.375107, 0.33193, -0.546134, -0.595915, -0.191062, -1.06527, -0.10251, -0.529826, 0.0794793, 0.480836, 0.147032, -0.15781, 0.0803127, 0.013335, 0.159276, -0.288383, -1.11926, -0.04135, 0.420572, 1.45235, 0.187928, 0.507823, 0.0345753, 0.684182, -0.251336, -0.221072, 0.237576, -0.184052, -0.753077, -1.1538, 0.782296, 0.298934, -0.798608, 0.185847, 0.212816, -0.233998, 0.110809, -1.04142, 0.173231, -0.112619, -1.24508, -0.597862, -0.245393, 0.235521, -0.77755, 1.14147, -0.247221, -0.366693, -0.101421, 0.581421, 0.01887, 0.288039, -0.629443, -0.0462092, 0.934717, 0.378465, -0.980871, 0.118087, -0.291497, 0.0366342, -0.741976, 1.16235, -0.104053, -0.235829, 0.245828, 0.014808, -0.787938, 1.34397, 0.103121, 0.870538, -0.306942, 0.192428, 0.169035, 0.320677, -0.3442, -0.086951, -0.652213, -0.318682, -0.637337, -0.242012, 0.123851, 0.268858, 0.640627, -0.457191, -0.42398, 0.159851, 0.24037, 0.3951, -0.621431, -0.491364, -0.383808, 0.165611, 0.17855, 0.0489248, -0.428239, 0.281609, 0.138641, 0.948731, -0.148293, -0.0710603]""",途观
"""[0.107423, 0.311349, 0.177418, -0.103262, -0.055635, 0.155524, -0.00310895, 0.0352963, 0.23384, 0.305098, 0.38593, -0.363503, 0.32234, -0.0615359, 0.0395066, -0.0140704, 0.270213, -0.116899, 0.109121, 0.234024, -0.203265, 0.133893, -0.237411, 0.0341647, 0.0675228, -0.207826, 0.413848, -0.209887, 0.469335, -0.269674, 0.507557, -0.0597174, 0.126995, -0.0184075, 0.0632129, 0.0480673, 0.452115, 0.0962848, 0.0102689, -0.385201, -0.242153, -0.14838, 0.351997, 0.255426, -0.263775, 0.321934, -0.142522, 0.444529, -0.0944449, -0.0361251, 0.146218, -0.224391, 0.111535, 0.20811, -0.0857635, -0.256246, 0.0240555, -0.461313, 0.0652841, -0.0252063, -0.300849, 0.72675, 0.0531862, -0.0739579, 0.251627, 0.234104, 0.310533, 0.0420033, -0.136488, -0.451179, -0.0356883, 0.229582, -0.20259, -0.0825922, 0.0653279, 0.275738, 0.412328, -0.141681, 0.0660759, 0.239921, -0.144127, -0.0810987, -0.0692264, 0.328741, 0.132308, 0.498866, -0.0946342, -0.0209954, 0.204875, 0.380726, 0.0399468, -0.170774, 0.0473163, 0.000613781, -0.0904888, 0.143655, 0.288122, -0.112255, 0.129659, -0.15966, -0.155459, 0.393898, -0.153876, 0.272802, 0.653051, -0.0186623, -0.19151, 0.0980689, -0.155218, 0.284846, -0.415424, -0.254099, 0.226738, -0.136921, 0.00340057, -0.485733, -0.477273, 0.0531026, -0.463988, 0.550901, -0.544918, -0.350651, -0.0651413, 0.0681366, 0.370318, 0.252909, -0.233734, -0.0401464]""",来
